titulo|fecha|enlace|contenido
Puno: Informe será la próxima semana|2024/09/03|https://diariosinfronteras.com.pe/2024/09/03/puno-informe-sera-la-proxima-semana/|Viaje de comitiva a España. El presidente de la Festividad Virgen de la Candelaria 2025, Yonell De La Cruz Cornejo, indicó que el informe de rendición de cuentas y logros obtenidos del viaje que realizó la comitiva puneña a Tenerife – España, se realizará la próxima semana. «Estamos a vísperas de presentar los informes, todo se está haciendo de manera transparente, vamos a destacar las experiencias vividas en la parte organizativa y cultural, porque se tuvo un gran desempeño», sostuvo. Defendió dicho viaje al alegar que se enfocaron en la promoción de la festividad, con el desarrollo temático que realizaron en Tenerife y el acuerdo de hermanamiento suscrito con la Villa de Candelaria.
Puno: Tonconi sí va con Juntos Por el Perú tras acuerdo político|2024/09/03|https://diariosinfronteras.com.pe/2024/09/03/puno-tonconi-si-va-con-juntos-por-el-peru-tras-acuerdo-politico/|Tonconi busca el sillón regional. Sánchez lo respalda. La alianza entre el Movimiento Regional Acción Social por la Integración (ASI), cuyo líder es el ingeniero Jhomar Marcelino Tonconi Quispe, y el partido político nacional Juntos Por el Perú (JP), que se hizo pública este fin de semana con miras a las elecciones de 2026, sigue firme. El presidente de JP, Roberto Sánchez, ha confirmado ello. En la víspera se difundió en redes sociales un comunicado firmado por Remigio Condori Flores, miembro del Comité Ejecutivo Nacional de JP, desconociendo la alianza con Tonconi Quispe, aduciendo que no se llegaron a acuerdos sobre candidaturas, además de que este no estaría afiliado al partido. CONFIRMA ALIANZA Tras ello, nos comunicamos con el presidente de JP, Roberto Sánchez, quien nos envió un comunicado firmado por él en fecha 1 de septiembre, donde confirma dicha alianza. «Más allá del partido, es un imperativo mirar las regiones y las comunidades en aras de aliarnos con sólidos referentes con la más sana y absoluto desprendimiento. En ese horizonte saludo la decisión del ingeniero Marcelino Tonconi y el movimiento regional ASI, de trazar hacia adelante un camino conjunto de consolidar una plataforma democrática de consenso que nos permita acceder a la gobernación de Puno y superar sus necesidades de desarrollo sostenible», dice parte del comunicado, dejando en claro que tras ello no se pusieron condiciones económicas. FUE EN AGOSTO Asimismo, el asesor de Marcelino Tonconi, Wilfredo Siñañi Rivera, ratificó el acuerdo político firmado en Lima el 21 de agosto de este año, donde aparecen las rúbricas del presidente del partido, de su personero legal, así como de Tonconi y el secretario general de ASI. «Tonconi se ha reunido con Roberto Sánchez, hasta en tres oportunidades, confirmamos esta alianza. Nosotros no vamos a iniciar ninguna acción legal, pero sí vamos a pedir al Comité Nacional que tome las acciones correspondientes por el actuar del señor Condori Flores», señaló. JP HARÁ ALIANZAS Dijo, además, que JP está buscando entablar alianzas con otros partidos nacionales, con el fin de hacer un frente de izquierda. Estos son, Antauro, cuyo líder es Antauro Humala; Adelante Pueblo Unido – APU de Aníbal Torres; Voces del Pueblo de Guillermo Bermejo; Pueblo Consciente de Guido Bellido; y Verdad y Honradez de Yonhy Lescano. De esos cinco líderes políticos se escogerá al candidato que competirá por la presidencia de la República.
Puno: Protesta en la Red de Salud El Collao|2024/09/03|https://diariosinfronteras.com.pe/2024/09/03/puno-protesta-en-la-red-de-salud-el-collao/|Exigen destitución de director de la Red y el Hospital. Más de 50 trabajadores de la Red y el Hospital de Ilave realizaron un plantón para expresar su descontento. Médicos, enfermeras, obstetras, odontólogos, técnicos y auxiliares denunciaron maltrato y desidia por parte de los directores y el equipo técnico, quienes han ignorado sus reclamos. Exigen el cambio de los directores de la Red y del hospital, y la adquisición urgente de insumos, equipos e instrumentos necesarios, como reactivos para el laboratorio. El triturador del autoclave, esencial para esterilizar residuos, no funciona desde hace tiempo, y las dos plantas de oxígeno están inoperativas. Además, se han detectado irregularidades en los contratos y pagos atrasados, y la alimentación es considerada prácticamente ingerible. Aunque se convocó a una reunión en el patio de la institución, solo asistieron los dos directores y el planificador; faltaron el jefe de Recursos Humanos, el administrador y el jefe de Salud de las Personas. La reunión no resolvió los problemas, por lo que los trabajadores podrían retomar su protesta.
Puno: Realizará la I Rueda de Negocios de los productos de la selva puneña|2024/09/03|https://diariosinfronteras.com.pe/2024/09/03/puno-realizara-la-i-rueda-de-negocios-de-los-productos-de-la-selva-punena/|Puno. Realizará la I Rueda de Negocios de los productos de la selva puneña. Esta rueda de negocios en la feria de Expovida en la ciudad de Puno será del 05 al 07 de Setiembre, siendo los principales promotores Agromercado en alianza con DEVIDA, Cámara de comercio de Puno y Dircetur Puno, donde se expenderán productos de la selva como café en sus diferentes presentaciones, cacao, la papayita andina, el rocoto y kion de los valles de Sandia. Los productos puneños estarán a disposición de los compradores y demandantes que quieran colocarlo en sus cafeterías, chocolaterías y góndolas. La rueda de negocios se realizará el día 05 de manera presencial y el 06 en forma virtual, cabe precisar que hay una gran expectativa en los compradores nacionales e internaciones, para ello han puesto a disposición disposición el siguiente link para la inscripción de los demandantes: https://forms.gle/HzXbSz3bAo3jF5dv9
Puno: Suspenden sesión de consejo por reconsideración de la vacancia en contra del alcalde de Vilquechico|2024/09/03|https://diariosinfronteras.com.pe/2024/09/03/puno-suspenden-sesion-de-consejo-por-reconsideracion-de-la-vacancia-en-contra-del-alcalde-de-vilquechico/|Suspenden sesión de consejo por reconsideración de la vacancia en contra del alcalde de Vilquechico En medio de una convulsionada audiencia, se suspendió la Sesión de Consejo Municipal del Distrito de Vilquechico, en donde se tenia que definir la reconsideración de vacancia en contra del burgomaestre Edgar Mamani Apaza tras ser acusado por nepotismo por la Contrloría. Según los promotores de la vacancia, existiría negligencia por parte del secretario ya que no habría notificado oportunamente a los regidores, por lo que argumentan que debería de brindarse un plazo para sustentar la defensa de Mamani Apaza. En ese marco indicaron que informarán al Jurado Nacional de Elecciones, sobre lo actuado ya que consideran que Hugo varias irregularidades. Cabe precisar que la sesión de consejo se llevó a cabo con una gran participación de la portátil de la autoridad distrital quienes protagonizaron enfrentamientos y cruces de palabr
Puno: Jefe de la región policial  encabeza acción cívica a menores acogidas en albergue|2024/09/03|https://diariosinfronteras.com.pe/2024/09/03/puno-jefe-de-la-region-policial-encabeza-accion-civica-a-menores-acogidas-en-albergue/|Puno. Jefe de la región policial de Puno encabeza acción cívica a menores acogidas en albergue. El General PNP Isaac Moisés Candia Haro, Jefe de la Región Policial Puno, encabezó una acción cívica con el comité de damas en el Centro de Acogida Residencial (CAR) Virgen de Fátima de Puno. Este evento estuvo dirigido a las niñas en situación de abandono, riesgo social o en orfandad de la región Puno, quienes recibieron una jornada de alegría y esparcimiento. Durante la acción cívica se brindó un show artístico para las niñas, lleno de música, juegos y actividades recreativas. Esta actividad tuvo como objetivo ofrecer un momento de alegría y distracción para las niñas del centro, quienes disfrutaron de un ambiente lleno de risas y diversión. Las niñas tuvieron la oportunidad de visitar el cine local, el cual fue organizado por el Comité de Damas de la Región Policial Puno una experiencia significativa para muchas de ellas que, por primera vez, disfrutaron de una proyección cinematográfica en una sala de cine. Este momento fue especialmente preparado para ofrecerles una experiencia única y memorable.
Puno: Recolectan firmas para revocatoria|2024/09/03|https://diariosinfronteras.com.pe/2024/09/03/puno-recolectan-firmas-para-revocatoria/|Recolectan firmas para revocatoria En la Plaza de Armas estuvo presente el dirigente Luis Palomino Cano, el mismo que instaló un módulo para recolectar firmas para buscar la revocatoria contra el alcalde Óscar Cáceres Rodríguez. Cabe señalar que para concretar el proceso de revocatoria contra la autoridad edil de Juliaca se requieren aproximadamente 90 mil firmas, cifra que, según el dirigente, podría alcanzarse en las próximas semanas. El dirigente lamentó que otras organizaciones sociales no estén apoyando en esta recolección de firmas, pese a que en la semana fueron invitados a poder colaborar llevándose los planillones para buscar más firmas, sin embargo, no acudieron. Asimismo, un grupo de jóvenes estaría llevándose los planillones a los barrios y urbanizaciones para recolectar las firmas.
Puno: Comuneros denunciados piden intervenir a la DREM|2024/09/03|https://diariosinfronteras.com.pe/2024/09/03/puno-comuneros-denunciados-piden-intervenir-a-la-drem/|Comuneros denunciados piden intervenir a la DREM Un grupo de pobladores de la comunidad campesina de Limpucuni (Yanahuaya – Sandia) llegó hasta la ciudad de Juliaca para defenderse de las acusaciones que han recibido en su contra; por ello mostraron algunos documentos donde limpian su imagen y piden la intervención de la Dirección Regional de Energía y Minas (DREM), la Policía Nacional del Perú y la Fiscalía especializada en Medio Ambiente, ya que aseguran habría una familia dedicada a la minería ilegal en la zona. En marzo del año 2022, Antonia Chipana Zúñiga presentó una denuncia en contra de aproximadamente 20 pobladores de la comunidad de Limpucuni, todo ello debido a unos enfrentamientos que hubo en aquel entonces, los comuneros fueron acusados por supuesta minería ilegal, mediante una denuncia penal, actualmente se encuentra en juicio sin que medie una investigación exhaustiva y concreta. Ahora los pobladores han acusado a la señora Antonia Chipana Zúñiga, junto a Gil Josué Arizapana Chipana, Beatriz Arizapana Chipana, Benjamín Sullca Chipana y Beatriz Arizapana Chipana de ser, supuestamente, mineros ilegales los cuales vendrían actuando de manera sistemática para no ser descubiertos por la Fiscalía del Medio Ambiente y por ello habrían Inculpado a comuneros de Limpucuni. Los comuneros aseguran que actualmente en la zona continuarían desarrollando la minería ilegal, lavado de activos, financiamiento a la minería ilegal y transporte y uso de combustible (petróleo ilegal) y maquinaria pesada, esto en el cauce del río Limpucuni, colindante con terrenos que dicen ser propietarios. “Vienen poniendo en inminente peligro el puente de material noble que une las comunidades de Limpucuni y Huañaraya, esta organización tendría de cómplices a las autoridades distritales de Yanahuaya”, señalaron los pobladores quienes piden el pronto accionar de los policías. Asimismo, piden públicamente que el doctor Federico Chávarri, fiscal especializado en materia ambiental acuda al lugar de los hechos para que pueda constatar quienes realmente son los mineros ilegales y en terrenos de quien se trabaja, “Que vea en qué lugar están los campamentos de trabajadores mineros ilegales, y por qué esta señora (Antonia Chipana) habría sorprendido a la Fiscalía de Puno”, indicaron.
Puno: Chofer ebrio de taxi provoca un choque|2024/09/03|https://diariosinfronteras.com.pe/2024/09/03/puno-chofer-ebrio-de-taxi-provoca-un-choque/|Chofer ebrio de taxi provoca un choque Un lamentable accidente se registro la madrugada de ayer, a la altura del paradero N°7 del centro poblado de Jayllihuaya, donde un taxi impacto contra un mototaxi dejando al chofer de la unidad menor gravemente herido. Según testimonio de los vecinos el automóvil de color rojo de placa de rodaje V4P- 689 de la empresa de transporte Disperso Express, colisionó contra un mototaxi de color azul, el mismo que quedó completamente destrozado, el conductor de la moto torito fue trasladado al servicio de emergencia del hospital de Puno, por tener heridas de consideración. Uno de los vecinos de la zona denunció que el conductor del taxi se encontraba en aparente estado de ebriedad y que en vez de socorrer al conductor del mototaxi habría intentado darse a la fuga siendo intervenido por los vecinos. Efectivos de la Policía Nacional el Perú se constituyeron en el lugar en horas de la mañana para realizar las diligencias correspondientes.
Puno: Hallan cadáver de varón en la avenida Costanera|2024/09/03|https://diariosinfronteras.com.pe/2024/09/03/puno-hallan-cadaver-de-varon-en-la-avenida-costanera/|Hallan cadáver de varón en la avenida Costanera Terrible fue el hallazgo del cadáver de un varón en plena avenida Costanera con Ricardo Palma a pocos metros del Terminal Terrestre, por transeúntes y vecinos del lugar. Fueron los pobladores del sector y transeúntes quienes practicaban deporte a tempranas horas de la mañana de ayer quienes dieron aviso del hallazgo del cadáver de un varón al personal de Serenazgo y efectivos de la Policía Nacional del Perú, quienes constataron el lamentable hecho. Hasta el lugar se trasladaron agentes del Ministerio Público, para las diligencias del levantamiento de cadáver; la víctima que aún no pudo ser identificada, vestía una polera de color plomo y un buzo de color negro con líneas blancas y zapatillas oscuras. Vecinos del lugar pidieron a la autoridad edil la instalación de cámaras de seguridad y el cierre de las discotecas y tiendas que expenden bebidas alcohólicas hasta altas horas de la madrugada, ya que en estos antros los jóvenes ingieren bebidas alcohólicas y al salir de estos locales son asaltados por ladrones que los aguardan a su salida. ¿SE LO LLEVÓ EL PAYE? Además, indicaron que el varón pudo ser víctima del “Paye” y que se dirigía al lago, sin embargo colapsó escasos metros antes de llegar a sus gélidas aguas. Se espera los resultados de la necropsia practicada al cadáver, para conocer la causas de su lamentable muerte.
Puno: Quinceañera víctima de delincuentes|2024/09/03|https://diariosinfronteras.com.pe/2024/09/03/puno-quinceanera-victima-de-delincuentes/|Puno: Quinceañera víctima de delincuentes La adolescente de 15 años, de iniciales D.A.S.M., natural de Piura, fue víctima de un asalto y robo entre los jirones Conima y Tilali. Según narró, dos desconocidos la agredieron, robándole 200 soles y huyeron. Tras ser alertados, los serenos auxiliaron a la menor trasladándola al hospital porque tenía una herida en la mano derecha, y luego fue llevada a la comisaría para denunciar el hecho.
Puno: Hallan prendas íntimas en discoteca|2024/09/03|https://diariosinfronteras.com.pe/2024/09/03/puno-hallan-prendas-intimas-en-discoteca/|Hallan prendas íntimas en discoteca En un operativo sorpresivo realizado en el jirón Unión, la discoteca “Vizzio” fue clausurada por la Gerencia de Fiscalización y Control de Juliaca. Entre las diversas infracciones encontradas, se destaca el deplorable estado de los servicios higiénicos, donde se hallaron prendas íntimas de damas y caballeros, así como preservativos. Esta situación, junto a la falta de extintores y señalización adecuada, así como el expendio de bebidas alcohólicas de dudosa procedencia, evidencia el incumplimiento de las normas de salubridad y seguridad del local. ERA CLANDESTINA Según los intervinientes, la discoteca “Vizzio” operaba sin licencia de funcionamiento y sin certificado ITSE, lo que representa un grave riesgo para los asistentes, por lo que también fue multada. Ante estas irregularidades, el gerente de Fiscalización y Control, Elías Percy Quispe Gonzales, afirmó que se continuará trabajando para erradicar los locales.
Puno: En riesgo de perder su pierna|2024/09/03|https://diariosinfronteras.com.pe/2024/09/03/puno-en-riesgo-de-perder-su-pierna/|En riesgo de perder su pierna Lucha por su salud. Salvador Chambi Miranda (30), un joven trabajador de construcción se encuentra luchando por volver a caminar, ya que el pasado 24 de agosto sufrió un terrible accidente de motocicleta en la avenida Mártires del 4 de Noviembre, en la salida a Puno. El impacto contra un automóvil fue tan fuerte que Salvador salió despedido de su moto lineal, sufriendo múltiples fracturas en la pierna izquierda, exactamente, desde la rodilla hacia abajo; además, sufrió desgarros musculares que ponen en riesgo su pierna. ESTÁ EN AREQUIPA Por la gravedad de las lesiones, actualmente se encuentra internado en un hospital de Arequipa, donde los médicos determinaron que necesita con urgencia tres operaciones para salvar y reconstruir su pierna, y así evitar la amputación. 60 MIL SOLES Sin embargo, la familia no cuenta con los recursos económicos necesarios para cubrir los costos de las intervenciones quirúrgicas, que ascienden a 60 mil soles aproximadamente. Por tanto, cada día que pasa, las posibilidades de salvar su pierna disminuyen. Asimismo, los médicos les confirmaron la gravedad de las lesiones y enfatizaron la importancia de iniciar el tratamiento lo antes posible. DESESPERADOS La familia Chambi Miranda se encuentra desesperada, por lo que han recurrido a la solidaridad de la comunidad juliaqueña. Es así que la mañana de ayer su hermana Luzmila, junto a sus padres, se congregaron en la Plaza de Armas de Juliaca para pedir ayuda. CADENA DE AYUDA Si deseas colaborar con Salvador, puedes realizar un depósito a través de Yape a los siguientes números: 974581861 o 976170096. La familia Chambi agradece infinitamente tu apoyo en estos momentos difíciles. Cada donación, por pequeña que sea, les brinda esperanza y les acerca a la posibilidad de que Salvador pueda volver a caminar.
